,Customer Type,Class,Flight Distance,Seat Comfort,Inflight Wifi Service,Inflight Entertainment,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
121452,1,2,2881,2,5,5,4,0,0,1
121165,1,2,1172,1,2,4,5,51,42,1
103812,1,0,2316,4,4,4,3,85,88,0
71685,1,2,545,4,2,5,2,0,31,1
23763,1,2,434,5,5,4,5,0,0,1
93094,1,0,1027,4,4,4,1,0,0,1
69684,1,2,3359,1,3,4,1,0,0,1
58008,0,2,1755,4,2,3,4,66,69,0
32335,1,0,1408,4,3,4,2,3,0,0
75631,1,0,1064,2,4,3,2,0,0,0
16675,1,0,2051,2,1,2,4,0,0,0
1793,1,0,2412,4,3,4,4,10,25,1
31792,1,0,1160,3,4,3,4,0,0,0
75189,1,2,2403,5,4,4,2,0,0,1
114044,1,2,1839,1,2,3,5,8,0,1
66418,1,0,1395,1,1,1,3,0,0,0
74465,1,2,434,2,5,4,2,0,0,0
5964,1,0,1230,2,5,4,3,0,0,1
20857,1,0,1900,3,3,3,3,0,2,0
13018,1,0,2449,2,5,2,4,0,0,0
53704,0,2,1281,3,5,3,5,0,1,0
12981,1,0,1192,4,2,1,4,107,87,1
53634,0,2,1960,3,4,3,1,0,0,0
107435,1,2,2863,3,3,4,4,0,0,1
78452,1,2,3340,4,3,3,2,6,0,0
79489,1,0,2384,3,3,3,3,0,0,0
124179,1,2,283,4,4,3,5,0,0,1
5863,1,0,1221,1,3,0,5,0,0,0
41772,0,0,2322,1,2,1,2,0,0,0
77861,1,2,2562,3,5,4,3,0,5,1
53420,0,0,2429,3,3,3,3,47,40,0
29421,1,0,2044,5,2,4,5,0,15,1
2931,1,0,1946,5,2,2,5,0,0,1
58055,0,0,2128,4,5,3,4,0,0,0
118000,1,2,2698,2,5,5,5,29,6,1
112383,1,2,605,5,4,5,4,23,14,1
21965,1,1,1871,3,1,3,4,79,71,0
102562,1,2,2489,2,4,4,5,7,13,1
112056,1,2,1800,3,4,4,4,49,27,1
49072,0,0,1950,2,4,2,3,0,0,0
21034,1,0,2996,3,2,3,4,0,1,0
88055,1,2,1912,3,3,4,4,0,2,0
71374,1,2,900,2,1,2,2,61,64,0
13930,1,0,2459,2,1,2,4,0,2,0
62516,0,2,2098,5,4,5,1,0,0,1
49965,0,0,1476,2,3,2,3,0,0,0
115766,1,2,559,4,2,4,5,0,0,1
89549,1,2,2087,5,3,3,4,0,0,1
90889,1,2,806,1,2,4,4,0,0,1
21800,1,0,1610,3,2,3,3,1,7,0
22904,1,0,1855,3,2,3,2,0,0,0
54391,0,0,1011,3,1,3,3,36,26,0
9186,1,0,2083,2,4,2,3,0,0,0
22951,1,0,1502,3,2,3,1,9,27,0
88319,1,0,1416,3,3,4,1,49,61,1
32211,1,0,1085,4,2,0,4,0,0,1
107744,1,2,784,5,5,1,4,0,2,1
49901,0,2,2691,2,1,2,4,0,0,0
98028,1,2,3456,3,4,4,4,0,0,1
3513,1,0,807,0,3,3,5,0,14,1
9063,1,0,1624,4,1,3,4,2,2,1
37934,1,0,2210,4,5,4,4,0,0,1
82715,1,2,660,3,5,5,3,65,59,1
24035,1,0,1507,3,3,5,5,0,0,1
52224,0,0,2622,3,3,3,3,0,1,0
29390,1,0,2834,3,5,3,5,1,4,0
11704,1,0,1627,2,2,2,4,2,0,1
116980,1,2,2607,1,5,1,5,15,3,1
379,1,2,884,0,4,3,5,6,0,1
118318,1,0,1072,5,5,5,4,0,0,1
122731,1,2,642,5,2,4,5,0,0,1
16515,1,0,2237,2,5,2,5,0,0,0
18980,1,0,1815,2,3,2,5,8,0,0
98496,1,0,2052,4,4,4,1,0,0,1
69043,1,0,1774,1,1,1,3,6,22,0
108162,1,2,2403,4,3,4,4,5,0,1
105112,1,2,2412,4,3,4,4,12,0,1
83066,1,2,2386,3,2,4,3,26,18,0
23954,1,0,968,2,5,5,4,106,102,1
124645,1,2,2632,1,5,5,5,0,0,1
21591,1,0,2598,4,5,4,5,0,0,1
61804,0,0,1703,5,3,5,5,1,0,1
57869,0,2,1417,4,3,4,3,50,46,0
12248,1,0,3270,2,2,2,4,0,0,0
17734,1,0,1379,1,5,5,4,0,1,1
53989,0,2,1651,3,4,3,3,0,0,0
6730,1,0,2503,3,4,2,3,0,24,1
121832,1,2,2217,4,5,5,5,33,25,1
88363,1,2,346,2,3,5,3,0,0,1
27376,1,1,2003,4,4,5,5,6,0,1
35957,1,2,382,4,2,5,3,0,0,1
117388,1,2,1597,3,2,4,5,36,51,1
7990,1,0,1834,1,5,3,5,0,0,0
17581,1,2,214,2,4,5,3,2,14,0
1562,1,0,950,4,2,5,4,0,0,1
68724,1,1,1985,1,1,1,3,50,39,0
8523,1,0,2201,2,5,2,3,0,0,0
122723,1,2,1611,2,1,1,5,0,0,1
6481,1,0,1806,2,4,4,3,0,10,1
52057,0,0,1978,3,5,3,4,20,6,0
113753,1,2,2444,1,5,2,4,14,14,1
30847,1,0,3450,3,1,3,5,7,0,0
114624,1,0,2333,5,5,5,1,0,0,1
108963,1,2,3249,3,4,5,4,39,36,1
80463,1,0,490,3,4,3,3,7,9,0
32340,1,0,2116,4,2,4,3,6,13,0
16576,1,0,2570,2,5,2,4,92,108,0
101381,1,2,370,2,3,4,4,0,0,1
5779,1,0,1297,1,5,0,4,0,8,0
119632,1,1,2627,5,5,5,4,0,7,1
75473,1,2,1406,2,1,3,2,0,0,0
49021,0,0,1047,2,4,2,4,0,59,0
61231,0,2,1901,4,3,5,4,0,0,0
64201,1,1,2087,0,3,0,4,0,0,1
101965,1,2,1734,4,3,5,4,0,0,1
70530,1,1,2632,2,2,1,2,0,0,0
96454,1,2,2754,5,1,4,4,0,0,1
47149,0,2,2714,2,2,2,4,2,0,0
70477,1,2,3096,1,2,2,5,0,1,1
87831,1,2,2833,3,3,4,3,113,105,1
49519,0,0,1691,2,5,2,3,44,43,0
78271,1,2,2514,4,5,4,3,1,0,1
30638,1,1,358,3,5,5,5,42,54,1
49385,0,0,1867,2,2,2,4,0,6,0
101885,1,0,2106,4,4,4,4,19,21,0
57227,0,2,1564,4,1,4,5,0,0,1
85292,1,2,1425,3,3,3,3,0,39,0
78815,1,0,2286,3,2,3,2,0,18,0
107902,1,2,3351,5,4,4,4,0,0,1
82006,1,2,1585,3,5,3,3,0,2,0
113824,1,0,1809,5,5,5,2,0,0,1
58530,0,2,1589,4,5,4,5,0,0,0
50185,0,0,2065,2,5,2,5,0,0,0
36061,1,0,1034,4,5,4,3,9,5,0
2434,1,0,1793,5,2,5,2,0,0,1
641,1,0,2356,0,5,4,5,9,0,1
33739,1,0,1676,4,5,4,5,68,99,1
71908,1,2,2579,2,2,3,2,0,0,0
65478,1,1,1682,0,3,5,3,0,0,1
105395,1,2,1789,4,4,3,4,0,0,0
90611,1,2,921,5,5,4,4,8,1,1
117189,1,2,2181,2,3,5,5,0,0,1
89521,1,2,2199,1,4,3,4,43,31,1
71043,1,0,349,2,1,3,2,22,12,0
76591,1,1,1686,2,2,2,4,6,11,0
127899,1,2,124,5,5,5,5,0,0,1
85705,1,2,2544,3,5,3,3,25,21,0
26185,1,2,730,5,5,4,5,12,14,1
16447,1,0,2781,4,5,5,4,0,2,1
125422,1,2,1868,3,4,4,5,25,7,1
39802,1,0,368,5,5,4,4,0,0,1
50965,0,0,1338,3,5,3,5,0,0,0
18136,1,0,2066,4,5,4,4,38,31,1
81679,1,2,1245,3,3,4,3,39,24,0
59521,0,0,2592,4,2,4,4,10,17,0
83094,1,2,3372,5,1,5,3,0,25,1
116374,1,2,351,5,2,5,5,0,0,1
63061,0,0,2444,5,1,5,5,0,0,1
98864,1,0,662,4,4,1,4,0,0,1
90941,1,0,123,4,1,5,4,0,0,1
21830,1,2,772,4,3,4,5,32,26,1
87133,1,2,481,1,5,5,4,0,2,1
29004,1,2,2102,5,5,5,5,9,1,1
60734,0,0,1856,4,4,4,1,0,0,1
56257,0,0,3068,3,5,4,3,2,33,0
59836,0,0,1988,4,3,4,4,81,58,0
120798,1,2,1560,3,2,4,5,0,0,1
38986,1,0,1328,5,1,5,4,0,0,1
102507,1,2,2506,4,4,4,3,0,12,1
32552,1,2,2746,4,4,1,4,0,0,0
100776,1,2,1564,1,4,4,3,0,7,1
54382,0,0,1718,3,1,3,3,0,0,0
61084,0,0,1731,4,5,4,3,15,10,1
114053,1,2,1777,4,4,3,5,0,7,1
13132,1,0,2388,4,2,2,4,0,0,1
89650,1,2,1790,1,2,5,4,0,0,1
45494,0,0,2275,2,2,1,4,0,0,0
45159,0,2,1546,2,4,2,3,0,0,0
110368,1,2,1514,4,5,4,3,0,0,1
97849,1,2,3293,5,2,4,4,0,4,1
73266,1,0,2082,2,2,2,4,0,42,1
43018,0,2,1803,1,1,1,5,22,31,0
22015,1,0,1150,3,4,3,4,0,10,0
129201,1,2,416,2,2,5,5,1,0,1
30010,1,1,2474,3,1,3,4,0,0,0
46171,0,2,2091,2,5,2,5,30,13,0
39535,1,0,2435,5,3,5,4,0,3,1
43431,0,0,1851,1,2,0,1,0,0,0
36153,1,0,2148,4,4,4,4,0,1,0
47316,0,1,2511,2,2,2,3,0,0,0
6525,1,0,1772,2,3,4,3,0,0,1
79208,1,0,1771,3,2,3,4,0,13,0
4568,1,0,461,3,3,4,1,6,4,1
50694,0,0,1042,3,2,3,3,1,0,0
64925,1,2,1733,0,1,3,1,0,0,1
30265,1,0,2095,3,1,3,1,73,49,0
65895,1,0,2047,1,1,0,3,3,0,0
106903,1,2,1690,5,2,4,4,0,0,1
110171,1,2,1886,3,5,4,4,0,3,1
24148,1,0,1463,3,3,0,5,41,35,0
13077,1,0,1959,2,5,2,4,5,0,0
45999,0,0,1950,2,5,2,5,0,0,0
61587,0,2,1371,5,3,0,5,0,25,1
29984,1,0,3136,3,3,3,4,0,4,0
47419,0,0,2396,2,5,2,4,0,0,0
22880,1,0,1897,3,5,3,1,6,18,0
26862,1,0,3467,3,3,2,3,31,17,0
127609,1,2,2853,4,3,1,5,0,0,1
41857,0,0,2140,1,1,1,4,0,4,0
73173,1,2,900,2,3,4,2,85,69,0
16569,1,0,2541,2,3,2,4,0,0,0
85417,1,2,1855,3,2,4,3,22,8,0
108337,1,2,1990,2,4,5,4,0,0,1
53643,0,0,2499,3,5,3,2,0,0,0
10436,1,1,1786,2,1,3,2,0,14,0
125590,1,2,1018,5,2,4,5,4,0,1
56815,0,2,1707,4,3,4,4,0,0,1
97131,1,2,1905,2,3,4,4,1,6,1
101971,1,2,2584,3,5,4,4,0,0,1
26929,1,0,2921,3,5,3,4,40,17,0
16963,1,0,1851,5,5,2,4,0,0,1
106103,1,2,387,4,3,4,4,0,0,0
97035,1,2,2079,4,5,5,4,0,0,1
111591,1,1,1408,5,4,5,3,0,0,1
86076,1,2,1881,3,4,4,3,8,5,0
73155,1,0,479,2,3,3,2,0,0,0
121092,1,2,1241,2,2,4,5,4,1,1
107201,1,2,3435,4,4,4,4,0,0,1
128614,1,2,820,3,2,5,5,65,47,1
32497,1,0,1333,4,5,4,3,0,0,0
95915,1,2,395,5,5,2,4,4,0,1
15095,1,0,1512,2,3,2,4,0,0,0
45575,0,0,1944,2,4,2,4,6,0,0
12529,1,0,2097,3,5,4,4,43,47,1
42409,0,0,1903,1,2,1,5,4,0,0
89623,1,2,1875,2,2,3,4,30,27,1
64190,1,2,338,0,4,4,3,0,0,1
6476,1,1,1733,2,3,3,5,0,0,1
29353,1,2,2127,3,4,3,4,0,0,0
6082,1,0,680,3,2,4,3,2,0,1
68363,1,2,2264,1,5,4,1,0,0,0
107588,1,2,2607,3,3,5,4,0,0,1
5482,1,0,1835,1,4,1,2,0,1,0
62738,0,2,2415,5,5,5,5,0,0,1
17356,1,1,1951,2,1,2,4,0,0,0
75863,1,0,2154,2,2,2,3,0,0,0
125514,1,2,3499,5,3,4,5,3,5,1
100749,1,2,486,4,4,4,4,0,0,1
71784,1,2,452,2,2,2,2,2,9,0
27334,1,0,1703,1,3,5,5,48,116,1
85265,1,1,632,3,1,4,3,0,0,0
54130,0,0,1781,3,2,3,2,0,0,0
67403,1,1,2525,1,1,1,4,0,0,0
77920,1,2,2522,1,1,3,3,0,0,1
54949,0,0,2033,3,4,3,5,1,0,0
57265,0,0,1877,4,1,4,4,81,58,0
3219,1,0,1290,5,4,5,2,70,75,1
111176,1,2,2822,2,5,5,3,3,0,1
6189,1,0,1398,1,3,1,5,3,26,0
115943,1,0,1873,5,5,5,4,0,0,1
42643,0,0,1695,1,2,1,3,0,3,0
251,1,0,1750,0,3,0,5,0,0,1
53750,0,0,2171,3,3,3,5,0,0,0
1230,1,0,1056,0,4,0,4,0,0,1
65413,1,0,2865,0,4,0,2,1,0,1
46337,0,0,2818,2,4,2,3,1,9,0
27467,1,0,1910,5,5,4,5,0,0,1
55928,0,0,1819,3,5,3,5,31,30,0
64289,1,2,2628,0,3,5,4,0,0,1
55325,0,0,1110,3,2,3,3,113,115,0
2294,1,0,862,5,4,5,4,19,19,1
97979,1,0,1414,4,4,4,3,0,0,0
96718,1,2,2602,4,4,4,4,0,0,1
56906,0,0,1878,4,5,4,5,0,0,0
24292,1,0,2019,1,4,4,5,0,0,1
116480,1,2,334,5,4,5,5,0,0,1
84213,1,2,2753,3,3,3,4,56,56,0
4559,1,0,2013,5,3,5,1,0,0,1
4651,1,0,2031,1,4,1,3,0,0,0
48496,0,0,2361,2,3,2,4,0,7,0
24841,1,0,1764,3,5,3,4,1,0,0
30146,1,0,1998,3,3,3,5,0,0,0
20078,1,0,2008,3,1,3,5,1,0,0
114006,1,2,1898,5,2,3,5,0,0,1
76011,1,1,2208,2,2,2,3,0,0,1
60468,0,2,2951,4,5,4,4,7,1,0
127171,1,0,1198,5,5,5,4,0,0,1
83753,1,2,2035,3,4,4,3,0,0,0
92877,1,2,2560,4,4,4,4,0,7,0
10760,1,0,2732,2,1,2,2,0,1,0
94976,1,2,629,1,2,4,4,0,0,1
108696,1,2,278,5,4,5,4,0,5,1
3861,1,0,1931,1,3,1,2,0,0,0
104006,1,2,3062,2,5,4,4,0,3,1
101318,1,2,405,1,3,5,4,8,43,1
101296,1,2,2545,1,4,5,4,19,18,1
27330,1,0,624,3,3,5,5,0,4,1
108097,1,2,2863,4,1,4,4,60,52,1
67699,1,0,1743,1,1,1,3,0,2,0
64868,1,2,2682,0,5,4,3,29,26,1
122136,1,1,1255,5,5,5,1,0,0,1
37085,1,0,1510,4,4,4,4,0,0,0
73839,1,2,628,2,1,4,2,0,0,0
86899,1,0,3423,3,4,3,3,43,52,0
115961,1,2,495,2,4,5,5,0,0,1
79120,1,2,1760,3,2,4,2,19,0,1
109117,1,1,2770,4,4,4,5,0,0,1
89134,1,2,1652,1,5,3,4,0,0,1
53657,0,2,2144,3,1,3,4,0,0,0
22737,1,0,2305,4,2,4,5,77,70,1
116649,1,2,1551,1,5,5,5,3,0,1
51754,0,2,2210,3,4,2,5,0,0,0
4969,1,1,2359,1,1,1,3,0,0,0
1198,1,0,3324,1,4,1,2,0,0,0
122571,1,2,690,4,2,4,5,0,0,1
68659,1,0,2102,1,1,1,3,25,20,0
59069,0,2,2369,4,3,4,4,0,0,1
22232,1,0,1906,5,1,5,5,0,0,1
78862,1,2,3362,4,2,3,5,0,0,1
110699,1,2,2786,5,5,4,4,1,0,0
29611,1,0,577,5,5,5,3,0,0,1
36226,1,0,1207,4,3,4,4,0,0,0
13097,1,0,1900,2,3,2,4,52,60,0
65385,1,2,102,0,4,5,5,0,0,1
66387,1,2,1104,1,1,1,3,15,6,0
55385,0,0,1219,3,5,3,4,0,0,0
90600,1,2,933,3,3,4,4,16,19,1
49277,0,0,1170,2,5,1,3,0,0,0
16015,1,0,1364,4,2,2,4,0,14,1
92083,1,1,2414,4,4,4,2,0,0,1
106044,1,2,386,4,5,4,4,4,11,0
12826,1,0,1369,2,2,2,4,0,0,0
64902,1,1,2734,0,3,0,4,0,0,1
88684,1,0,1720,3,3,4,2,0,0,1
16694,1,1,2125,2,5,2,5,3,0,0
51342,0,0,1759,3,4,3,3,2,0,0
56233,0,2,2329,3,3,3,4,8,1,0
81787,1,2,1159,5,4,4,3,2,6,1
74366,1,0,1284,2,2,2,4,30,34,0
30250,1,0,2403,3,3,5,5,11,6,1
122739,1,0,671,5,3,2,5,0,0,1
56135,0,0,3473,3,1,3,3,0,1,0
88925,1,2,349,4,3,5,3,0,0,1
26569,1,0,1754,3,4,3,4,0,0,0
105863,1,2,432,5,4,4,4,0,0,1
8728,1,1,3101,2,1,2,3,8,0,0
75031,1,2,201,2,5,4,2,0,0,0
124580,1,0,1645,5,5,5,5,0,0,1
88987,1,2,3038,5,5,2,4,0,0,1
63356,0,2,1856,5,3,5,5,0,0,1
38293,1,1,1841,4,5,5,4,17,11,0
26823,1,2,1392,3,4,4,5,0,0,1
37720,1,0,1799,4,2,4,4,1,0,0
39971,1,0,1596,5,3,5,4,0,0,1
74667,1,1,1250,2,2,2,4,100,82,0
36623,1,0,2324,4,5,4,4,0,0,0
43720,0,1,1968,1,4,2,4,0,0,0
60273,0,1,2825,4,2,4,4,33,15,0
30124,1,0,2248,4,5,5,3,0,0,1
2176,1,0,1487,1,1,1,4,1,0,0
16939,1,0,258,2,5,5,4,0,0,1
41232,0,0,1961,1,4,1,3,32,18,0
86438,1,2,662,3,4,4,3,4,0,1
90639,1,2,1612,1,5,4,4,0,0,1
20055,1,0,2496,5,4,3,4,0,0,1
61515,0,0,1248,5,3,5,2,0,0,1
110737,1,2,2337,3,5,5,5,0,0,1
102504,1,0,1429,4,4,4,3,6,3,0
75655,1,2,1093,2,5,4,2,65,47,0
56806,0,2,3003,4,2,4,4,14,0,1
98289,1,2,3063,4,4,5,4,14,0,1
40083,0,0,2050,0,3,0,3,0,0,1
1436,1,0,2500,1,2,1,3,0,0,0
122905,1,0,2133,5,5,5,5,0,0,1
89949,1,2,2758,4,2,4,4,0,0,1
110055,1,2,712,1,5,5,5,0,0,1
37330,1,1,2161,4,4,4,4,4,0,0
39854,1,0,1809,5,4,5,2,32,36,1
92265,1,2,346,4,4,5,4,11,2,1
54703,0,2,2056,3,1,3,3,0,0,0
83422,1,2,426,3,4,4,3,0,0,0
102228,1,2,271,5,3,3,4,0,0,1
38696,1,0,369,5,3,2,2,16,16,1
61700,0,2,3149,5,4,5,5,0,0,1
51150,0,0,1805,3,2,3,4,0,2,0
18850,1,0,2422,2,1,2,1,0,8,0
85268,1,0,474,3,3,4,3,0,4,0
21814,1,0,771,1,4,5,5,0,2,1
22129,1,0,3022,1,5,5,5,6,7,1
80172,1,2,2194,1,5,3,3,5,33,1
96985,1,2,2174,5,2,3,4,18,20,1
84123,1,0,237,3,4,4,3,0,0,0
74331,1,0,2613,2,2,2,4,88,108,0
77854,1,2,1232,3,2,4,3,18,3,1
52173,0,0,1445,3,1,3,4,0,0,0
71463,1,2,2944,3,2,4,2,0,0,1
53640,0,0,2072,3,2,3,4,3,6,0
17951,1,0,896,3,2,2,4,9,9,1
51390,0,0,1549,3,3,3,4,13,15,0
121907,1,2,2136,3,2,4,5,0,3,1
124453,1,2,216,4,4,4,5,0,0,1
44289,0,0,2175,1,5,1,4,16,6,0
26609,1,1,1855,3,1,3,3,0,0,0
120667,1,2,3461,3,5,5,5,13,16,1
5577,1,0,3354,4,3,4,2,25,28,1
51196,0,0,1470,3,1,4,3,28,13,0
382,1,0,2122,0,4,0,4,0,1,1
32980,1,0,722,4,3,3,4,16,13,0
83771,1,0,1180,3,3,3,4,0,0,0
89637,1,2,1750,3,5,3,4,0,14,1
62916,0,2,2213,5,5,5,4,0,35,1
4946,1,0,2256,1,3,1,3,13,2,0
81991,1,2,1867,3,4,4,3,0,0,1
608,1,1,2095,0,1,0,4,0,0,1
42538,0,0,2249,1,1,1,2,72,68,0
104412,1,2,2801,4,2,4,4,0,4,0
29250,1,0,2198,3,3,4,5,0,0,1
7115,1,0,387,2,4,2,3,0,0,1
67114,1,0,629,1,2,3,1,0,0,0
32643,1,1,1484,4,1,4,4,0,0,0
54651,0,2,3141,3,3,3,3,0,2,0
94805,1,2,693,1,4,3,4,6,37,1
90056,1,2,1221,1,5,5,4,0,0,1
102442,1,2,2722,4,2,2,4,0,0,0
16442,1,1,2844,2,3,2,4,0,20,0
39543,1,0,1646,5,5,5,5,0,0,1
75684,1,2,1076,1,5,5,2,47,41,1
108264,1,2,2342,1,2,2,4,0,0,1
72031,1,2,2645,2,1,2,2,0,0,0
900,1,2,315,1,5,4,5,0,0,0
56973,0,0,1958,4,1,4,4,0,0,0
116323,1,2,2643,4,5,5,5,12,39,1
71891,1,2,395,1,2,5,2,0,0,1
12496,1,0,720,5,5,4,4,6,0,1
103117,1,2,1405,5,4,4,4,0,0,1
11712,1,0,1336,2,3,2,3,0,23,0
74464,1,2,2708,2,4,4,2,0,0,0
92544,1,2,273,2,3,5,4,28,21,1
58231,0,0,1490,4,5,4,4,6,3,1
19384,1,0,1017,1,5,5,5,8,26,1
113831,1,2,2526,5,3,3,5,42,6,1
59340,0,0,2701,4,1,4,4,34,38,1
87084,1,2,2768,2,2,5,4,0,0,1
7500,1,0,1965,1,2,1,3,0,1,0
22837,1,0,1957,4,5,5,5,0,0,1
17330,1,0,1679,2,4,2,4,8,25,0
52241,0,0,2409,3,1,3,1,2,0,0
62926,0,0,3112,5,4,5,5,68,58,1
75122,1,2,2597,1,4,3,2,0,0,1
14005,1,1,743,1,3,3,4,3,0,1
28134,1,0,2515,3,1,4,4,31,16,0
39442,1,0,1954,5,3,5,4,0,2,1
19174,1,0,350,4,5,4,4,0,11,1
66663,1,2,1704,1,4,3,1,0,10,0
22011,1,0,1841,3,1,3,4,0,0,0
4941,1,0,974,2,3,3,2,70,52,1
101654,1,2,2086,1,5,4,4,22,14,1
94086,1,0,2148,4,4,4,2,3,4,1
93439,1,2,1406,3,5,5,4,0,8,1
112353,1,2,678,1,3,4,4,2,0,1
123413,1,0,2389,5,5,5,5,0,0,1
109957,1,2,1371,3,2,5,5,31,40,1
104230,1,0,2270,4,4,4,4,90,89,1
31482,1,1,1837,3,5,4,3,25,12,0
4819,1,0,1750,1,3,5,2,58,58,1
73824,1,2,1679,2,4,2,2,0,0,0
36569,1,0,2139,4,3,5,2,0,0,0
101921,1,2,2194,4,3,3,4,5,0,0
34255,1,0,2350,4,3,3,4,0,0,0
57236,0,0,1664,4,3,4,2,0,0,1
90423,1,2,3232,2,4,4,5,14,27,1
73272,1,0,1267,2,2,2,2,0,4,0
34894,1,0,1786,4,3,4,3,0,0,0
37630,1,0,1183,4,1,4,5,0,0,1
22329,1,0,1694,3,5,3,3,0,13,0
64704,1,2,2459,0,5,4,1,15,0,1
52689,0,2,2490,3,1,3,4,0,0,0
35029,1,0,2503,4,3,4,5,0,0,0
11019,1,0,2654,2,5,2,5,18,0,0
81624,1,2,1321,5,2,5,3,0,0,1
23141,1,0,2295,3,3,3,3,4,0,0
117198,1,2,2185,4,4,3,5,0,2,1
55935,0,0,1913,3,2,3,4,0,1,0
121271,1,1,253,5,4,5,5,0,0,1
19931,1,0,1908,2,2,5,4,0,0,0
109182,1,2,2233,5,2,4,4,0,0,1
71042,1,2,1911,5,3,3,2,0,0,1
36019,1,0,1425,4,4,4,5,0,15,0
3800,1,0,2109,1,5,1,4,0,0,0
21158,1,0,575,4,5,5,5,0,0,1
10395,1,0,1672,4,4,5,4,0,0,1
9111,1,0,2704,2,2,2,4,0,0,0
11635,1,2,496,2,5,2,3,30,29,0
19504,1,0,2007,2,4,4,5,0,0,1
20603,1,1,1484,3,4,3,2,2,14,0
55809,0,0,1309,3,5,3,4,56,73,0
88101,1,2,1022,2,4,4,3,0,0,1
91524,1,2,556,1,4,5,4,0,0,1
6939,1,0,2371,1,1,1,5,0,0,0
38341,1,0,1914,4,1,5,4,84,65,0
26734,1,0,1466,5,5,5,5,0,8,1
20840,1,0,628,4,4,5,1,15,9,1
82551,1,2,1597,3,4,2,3,0,0,0
95700,1,0,2311,4,4,4,4,0,0,1
84242,1,0,2890,3,3,3,4,17,0,0
64399,1,2,276,0,2,4,3,3,0,1
57821,0,2,941,4,5,4,4,0,0,0
17885,1,0,2684,4,4,1,4,109,101,1
68975,1,0,2380,1,1,1,3,76,63,0
27241,1,0,733,4,4,4,5,0,0,1
85784,1,2,2107,3,3,3,4,24,18,0
117256,1,2,1917,1,4,4,5,59,44,1
108474,1,2,377,2,4,5,4,0,7,1
116110,1,2,1903,4,3,4,5,0,0,1
126539,1,2,2662,3,1,1,5,71,75,1
93813,1,0,1931,4,4,4,5,0,0,1
101213,1,0,2822,4,4,4,3,5,0,0
109205,1,2,3230,2,2,3,4,0,0,1
73433,1,2,789,2,3,3,2,0,7,0
16233,1,2,1930,2,5,4,4,0,0,1
23438,1,0,1353,3,2,3,4,17,13,0
90583,1,1,365,4,2,2,4,0,8,1
54147,0,1,1814,3,1,3,3,0,0,0
69515,1,2,242,3,5,4,1,13,9,0
108329,1,2,2201,5,3,1,4,0,3,1
97455,1,2,1592,5,3,5,4,0,0,1
75719,1,0,2137,2,2,2,4,0,0,0
100652,1,2,508,2,5,5,4,0,0,1
100378,1,2,2214,1,4,4,1,0,0,1
26378,1,0,541,4,5,5,5,9,1,1
51625,0,2,2561,3,2,2,5,5,5,0
94784,1,2,1542,1,4,4,4,0,0,1
112991,1,2,1674,1,3,5,4,0,0,1
69010,1,1,2570,1,1,1,4,0,0,0
7082,1,0,2018,1,1,4,4,146,143,0
118960,1,2,1945,3,5,5,5,0,0,1
111674,1,2,2916,2,2,5,4,0,0,1
34113,1,0,1822,4,5,0,4,0,0,1
62070,0,0,2047,5,1,5,5,0,0,1
71366,1,2,911,2,1,2,2,15,21,0
61381,0,2,1232,5,1,4,5,7,8,1
12511,1,0,2066,1,5,5,4,68,72,1
16683,1,0,2255,2,1,2,4,2,7,0
36890,1,0,2945,4,1,4,5,0,0,0
41730,0,2,1654,1,1,1,4,0,0,0
87736,1,2,1045,1,5,5,3,0,0,1
16897,1,0,333,5,4,5,4,0,0,1
25480,1,0,2141,3,5,3,4,0,15,0
100916,1,2,3289,2,2,5,4,37,34,1
8175,1,0,1634,5,3,5,3,0,0,1
113390,1,1,1647,5,5,5,4,0,0,1
52558,0,2,2159,3,4,3,5,0,0,0
77843,1,1,1672,2,2,2,3,0,0,0
118160,1,2,3188,5,5,5,5,0,0,1
90086,1,0,2350,4,4,4,1,9,0,1
24638,1,0,771,2,5,5,5,0,3,1
36589,1,0,2522,4,2,4,4,0,0,0
71350,1,0,1056,2,4,2,2,0,0,0
56868,0,2,2017,4,3,4,4,10,6,1
92424,1,2,1875,4,4,4,4,0,0,1
100795,1,2,2580,2,2,4,4,0,0,1
20843,1,0,1907,4,4,5,4,0,0,1
71970,1,0,2106,2,2,2,3,112,108,0
77528,1,2,2968,4,5,4,2,1,12,1
80309,1,2,2620,3,4,3,3,0,0,0
29166,1,0,1275,3,3,3,4,1,0,0
59840,0,0,1766,4,1,4,2,12,0,0
94764,1,2,690,5,3,4,4,74,62,1
49491,0,0,1429,2,4,2,3,0,0,0
19738,1,1,1205,3,5,5,5,4,0,1
127244,1,0,1337,5,5,5,5,45,71,1
124182,1,2,2090,5,3,1,5,0,0,1
51533,0,0,1561,3,1,3,4,0,0,0
113350,1,2,269,5,4,4,5,0,4,1
98071,1,2,1140,3,1,1,4,12,5,1
21425,1,0,2324,5,2,5,5,4,0,1
106516,1,0,1816,4,4,4,4,0,0,1
102287,1,2,1632,4,5,3,4,14,6,0
113830,1,2,2525,1,5,5,3,0,0,1
33549,1,0,1560,4,2,4,2,11,9,1
96023,1,2,2785,2,2,4,4,0,0,1
61105,0,0,2076,4,1,4,4,0,0,0
84855,1,2,2940,3,2,3,3,0,0,0
95724,1,2,430,5,4,5,4,0,28,1
